,BallAcceleration,Time,DistanceWall,DistanceCeil,DistanceBall,PlayerSpeed,BallSpeed,goal,Class,move
0,0.005129050794557941,0.0,0.012304161036665253,0.4982660762332394,0.03151152980442199,0.45333671697534067,0.3002772694035449,0,6,3
1,0.010021302248419163,0.010311021313976324,0.01229033736181181,0.4982660762332394,0.02417472901653662,0.5402089314746804,0.3099737130760109,0,6,22
2,0.0,0.01288877664247067,0.01229033736181181,0.4982660762332394,0.024958533233412277,0.5402089314746804,0.31220066146933395,0,6,18
3,0.0310687792113984,0.023199790532741994,0.012311442208916303,0.4982660762332394,0.01597099406194757,0.5010784202084336,0.34226229020058296,0,6,2
4,0.01851243769848972,0.04639957364177925,0.01238731413425696,0.49827102676505025,0.016252302214092754,0.5438751242390818,0.360174613862087,0,6,3
5,0.0,0.06186577154602291,0.012428644459836595,0.49829577942410463,0.015720272975648333,0.5856792643455808,0.3903201455625503,0,6,18
6,-0.0018209119620666322,0.07217804004242463,0.01248014028677156,0.49827102676505025,0.01563809964920972,0.5475529599607912,0.3885582617439594,0,6,2
7,0.0020281975288510535,0.07733454547587133,0.01248014028677156,0.49827102676505025,0.020288628651087874,0.5475529599607912,0.3905207115940516,0,6,21
8,0.0,0.09022337408427648,0.012581197329656913,0.4982784525627666,0.023251131365806747,0.5515149419142921,0.4003698490137708,0,6,3
9,0.04000621851665377,0.10826892341357071,0.012990666538229272,0.49830815575363185,0.01636072602983439,0.6604145003280419,0.4390791938453064,0,6,2
10,-0.0010566659527603813,0.11084663419983558,0.013142762136362328,0.49828340309457747,0.01510774263286476,0.6563723048883586,0.4380567816240634,0,6,21
11,0.002320278644213776,0.11858064997951422,0.013300978140155685,0.4982858783604829,0.014652236316472365,0.6387373591482165,0.44030184425368263,0,6,2
12,0.0026952166489074805,0.13404816930323224,0.013611184217846576,0.49830568048772644,0.020268877699197767,0.6319693111155804,0.4429096905967411,0,6,3
13,0.013019702148562493,0.14435918319350408,0.013959132797109336,0.4982933041581992,0.018475291412488774,0.6885965808738065,0.45550733563191964,0,6,2
14,0.00911621457704506,0.14951522835724598,0.014139966162049676,0.49827102676505025,0.016702964705509703,0.6847558776020795,0.46432803168131537,0,6,4
15,-0.0020323763504593484,0.15982749685364825,0.013955087701414307,0.4982735020309557,0.015334200281840089,0.6442948646485432,0.4623615384736497,0,6,2
16,-0.004872023408398365,0.16756108948214657,0.013808092441331505,0.4982982546900101,0.01568732914059871,0.6387905602138209,0.457647450485941,0,6,4
17,-0.00274236872805748,0.17271631803834786,0.01368188545564663,0.4983106310195373,0.015910837607209603,0.6585236422622579,0.4549939805833706,0,6,5
18,0.026157260172690926,0.18302846775547169,0.013591662234274918,0.4983106310195373,0.019971218739483827,0.6905387314116077,0.48030330601864984,0,6,3
19,0.0,0.19849499230273118,0.013475269002493632,0.49829082889229376,0.017627331219041403,0.7696732296361848,0.49308071498551875,0,6,4
20,0.0,0.2036507776368012,0.013471786702721391,0.49830815575363185,0.01613722363773158,0.750304500408682,0.49201554839686007,1,6,1
21,-0.001265224996338315,0.20880657039457626,0.013510303048687092,0.49829577942410463,0.015175288510698107,0.7272609328738029,0.490791337949368,1,6,0
22,0.0,0.2423192158964087,0.013808233140312202,0.49769428980908276,0.022628775609764024,0.6563169726950467,0.5214596976373029,0,6,64
23,-0.0035273909310286284,0.24747500865418376,0.013876859068146981,0.4918105827518522,0.02170850904209113,0.6474393005124065,0.5180466534414867,0,6,57
24,0.0,0.2552089724679279,0.013965640124966554,0.48533776240912685,0.025083616438356823,0.8577039785331618,0.5128882061111614,0,6,67
25,0.10467791627091416,0.27583699117833677,0.014124629973153743,0.4796966314106293,0.02505032990119718,0.8357451628001618,0.6141727990423992,0,6,60
26,-0.013534283873924309,0.3093510100655781,0.013690151520762557,0.48231051220677384,0.035427654044760254,0.8365943163830819,0.6010772533760289,0,6,21
27,-0.0018336950913606792,0.3222404919600159,0.013515684784698738,0.48812243655274673,0.03783979542192721,0.8414914995692362,0.5993030008163218,0,6,2
28,-0.6138599844907092,0.3428721482858325,0.013375689298905594,0.4963130914338473,0.587481098970771,0.8175015136206935,0.005342394216118529,0,6,45
29,0.006777947941002191,0.3454500446647203,0.013383287043863212,0.49451852365240334,0.6039904527074486,0.832788579165623,0.011900622757244737,0,6,5
30,-0.011431324127959313,0.3557661586402677,0.013310369797117185,0.45894152679351585,0.6286704633179168,0.693216251961879,0.0008398656060526859,0,6,3
31,0.0,0.37638958950103973,0.013193484118903462,0.3879509006254997,0.617092936123612,0.6115592787171402,0.0018798435947749647,0,6,21
32,0.0,0.0,0.0001399251363027968,0.42190907358222957,0.02033914452257687,0.6144875228151337,0.10213566077343034,0,-1,22
33,0.3981511414484739,0.010315237978367846,0.00012958376122159448,0.39595096003188146,0.03263111418725081,0.5678379333318685,0.4873800152975329,0,-1,74
34,-0.02257924445539587,0.020634187809192947,0.00012673460686248798,0.34139857474189167,0.04104385317796743,0.5879642960595116,0.46553271775063737,0,-1,73
35,-0.0102895888717174,0.025789950872147978,0.0001266290826269648,0.3113983519679602,0.04714999104044598,0.5675982583276469,0.4555766844493586,0,-1,2
36,-0.025877187210486163,0.03868589881356576,0.0001266290826269648,0.25710339433213614,0.06879735194178968,0.5397562697343683,0.4305383529063779,0,-1,4
37,-0.004729527665753124,0.04126435939402676,0.0001266290826269648,0.25710339433213614,0.07291887835576548,0.5397562697343683,0.4259621414049655,0,-1,5
38,-0.019310505247905677,0.0515761898918387,0.0001266290826269648,0.20428369517595427,0.08999060018350044,0.5768495770730214,0.40727762099219045,0,-1,3
39,-0.028621233912899273,0.06962290474280439,0.0001177298720979024,0.11577561219514007,0.11629292594325953,0.6248456205330707,0.379584195966847,0,-1,5
40,-0.017713437054253968,0.08251578669409261,0.00010095151864982963,0.06183709284969937,0.1290013353237155,0.5994023277381229,0.36244497190348335,0,-1,4
41,-0.019753567714241114,0.09798429337056469,0.0005493591701299816,0.0260348467934168,0.13668264289268367,0.566939947193075,0.3433317516928468,0,-1,2
42,-0.010692623635258632,0.11087490366814898,0.0010329415667842906,0.007720354359067037,0.1332096431289244,0.5668245651400325,0.3329857487263641,0,-1,13
43,-0.007465850420726594,0.1211867861318954,0.0015805771744007394,0.012945640685450625,0.12489342562245594,0.6070176779705891,0.3257619173043499,0,-1,2
44,0.0,0.13149863147711735,0.0018589852824541914,0.018428354666000006,0.1247504736588766,0.6137797683088417,0.3219655798121778,1,-1,22
45,-0.0024088971330813247,0.1392330704079763,0.00244207703320619,0.032958165530932185,0.11306536323123546,0.6864350245190552,0.31963477142174407,0,-1,3
46,0.0,0.15985983451225474,0.0034590844404265887,0.06545840686935796,0.0991588109075065,0.8067246665229048,0.32180870048743676,0,-1,4
47,0.0031202853664856196,0.16759756214439064,0.003821419490465578,0.07904019089250662,0.0944189249998305,0.8173036030114889,0.32482783617939937,0,-1,2
48,0.005104267015481011,0.17791131538177515,0.004550064336748238,0.1096666559405144,0.07589663771422811,0.8401959680517803,0.329766639179044,0,-1,21
49,0.0017410976815612456,0.18048912267620398,0.004550064336748238,0.1096666559405144,0.07954035620469221,0.8401959680517803,0.33145129604089874,1,-1,21
50,0.012266465964860626,0.19338058669985336,0.005320848527749538,0.1467981197880182,0.06811368735250603,0.8664951312770487,0.34332012240099136,0,-1,2
51,0.0,0.19595876517952748,0.005683676024220967,0.16738490632356182,0.054446439677772955,0.9049583464146426,0.34332012240099136,0,-1,73
52,0.005108452237114416,0.19853694365920163,0.005683676024220967,0.16738490632356182,0.060738123997003846,0.9049583464146426,0.3482629749507662,0,-1,78
53,0.0027044416641498854,0.20111455793730254,0.006022338470757748,0.1935558927417778,0.052675971124814376,0.9211251657628933,0.3508797472635698,0,-1,67
54,0.010213633706317275,0.20885034798245583,0.00636251343133702,0.22088282833783418,0.05272757275663046,0.9374743125274687,0.36076228762304535,0,-1,69
55,0.006327378924402259,0.21400536867491973,0.0067042712554491275,0.24934591098448752,0.050688929367117865,0.9538761805279949,0.36688455315440316,0,-1,62
56,0.021827898616827872,0.22947414260476817,0.007427041919287705,0.3127102428978433,0.053113561696106155,0.9876406768697564,0.3880048610924018,0,-1,60
57,0.060090262043920345,0.2655693094536497,0.00931669957953376,0.49101602239620595,0.0722567186524198,0.46907734675596763,0.44614718897843175,0,-1,4
58,0.013689730896503202,0.2733038448926726,0.009552757294397527,0.49000611390678644,0.060835370485692354,0.4582772629526333,0.4593931425719481,1,-1,4
59,-0.18078343153429613,0.332599054680263,0.00995775931033277,0.49826855149914484,0.06593197830505199,0.22792691650748703,0.2844701318360984,1,-1,99
60,-0.0065105765412113185,0.3377551963521689,0.009806965177771158,0.49826855149914484,0.07361452095251447,0.25771352350310833,0.27817060736889726,1,-1,4
61,-0.07628485535629785,0.4357180277918267,0.01137579398728373,0.4757040275051547,0.09279987583938064,0.46903347707002935,0.20435866310374506,1,-1,2
62,0.06185243849867205,0.4614987213039466,0.012554464523324553,0.49468189120216244,0.06867336026917802,0.4244012412627497,0.2642060433183924,0,-1,4
63,-0.09971173785180731,0.4872805061006889,0.013764792330022119,0.49818934299017076,0.046110993794656774,0.4614244061294187,0.16772664118118358,1,-1,4
64,-0.03776181641952807,0.5079042339096572,0.013537035855019452,0.49827102676505025,0.03514403673157365,0.49622092759890457,0.13118894210722176,1,-1,35
65,-0.010768416001765906,0.5156373588447458,0.01324568344074191,0.49827102676505025,0.038928533697439004,0.5279013599028503,0.1207696037204092,1,-1,35
66,-0.0013799748463549878,0.5182149656991417,0.01324568344074191,0.49827102676505025,0.03946282400160564,0.5279013599028503,0.11943436324612733,1,-1,36
67,-0.11960964645503643,0.5388381367302418,0.012555730814150822,0.49827102676505025,0.49882858965648874,0.6339506293454787,0.003702079079387471,0,-1,46
68,0.005085811145745057,0.5414157435846377,0.012395052578195275,0.49827102676505025,0.4857772621136251,0.6688922830736904,0.008623024489580645,0,-1,3
